[2025-08-21 13:00:02] ✅ Row 569: Deposit accepted — 14.85 at 2020-04-11 14:21:59 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 570: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=13.04 dt='2020-04-12 08:14:21'
[2025-08-21 13:00:02] ✅ Row 570: Deposit accepted — 13.04 at 2020-04-12 08:14:21 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 571: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=21.09 dt='2020-04-19 09:53:32'
[2025-08-21 13:00:02] ✅ Row 571: Deposit accepted — 21.09 at 2020-04-19 09:53:32 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 572: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=25.31 dt='2020-04-19 13:21:53'
[2025-08-21 13:00:02] ✅ Row 572: Deposit accepted — 25.31 at 2020-04-19 13:21:53 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 573: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=13.6 dt='2020-04-25 13:31:18'
[2025-08-21 13:00:02] ✅ Row 573: Deposit accepted — 13.6 at 2020-04-25 13:31:18 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 574: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=29.39 dt='2020-04-26 13:47:27'
[2025-08-21 13:00:02] ✅ Row 574: Deposit accepted — 29.39 at 2020-04-26 13:47:27 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 575: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=17.01 dt='2020-04-26 14:29:09'
[2025-08-21 13:00:02] ✅ Row 575: Deposit accepted — 17.01 at 2020-04-26 14:29:09 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 576: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=13.6 dt='2020-05-03 07:05:43'
[2025-08-21 13:00:02] ✅ Row 576: Deposit accepted — 13.6 at 2020-05-03 07:05:43 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 577: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=12.59 dt='2020-05-16 15:00:38'
[2025-08-21 13:00:02] ✅ Row 577: Deposit accepted — 12.59 at 2020-05-16 15:00:38 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 578: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=10.49 dt='2020-05-17 10:12:07'
[2025-08-21 13:00:02] ✅ Row 578: Deposit accepted — 10.49 at 2020-05-17 10:12:07 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 579: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=31.49 dt='2020-05-17 13:26:04'
[2025-08-21 13:00:02] ✅ Row 579: Deposit accepted — 31.49 at 2020-05-17 13:26:04 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 580: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=25.38 dt='2020-05-24 14:14:35'
[2025-08-21 13:00:02] ✅ Row 580: Deposit accepted — 25.38 at 2020-05-24 14:14:35 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 581: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=10.92 dt='2020-06-13 14:51:29'
[2025-08-21 13:00:02] ✅ Row 581: Deposit accepted — 10.92 at 2020-06-13 14:51:29 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 582: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=21.78 dt='2020-06-18 08:56:13'
[2025-08-21 13:00:02] ✅ Row 582: Deposit accepted — 21.78 at 2020-06-18 08:56:13 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 583: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=13.06 dt='2020-06-18 11:35:19'
[2025-08-21 13:00:02] ✅ Row 583: Deposit accepted — 13.06 at 2020-06-18 11:35:19 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 584: type='redeem' dep=False wdr=True status_orig='Approved' canon='approved' amount=400.0 dt='2020-06-22 19:30:42'
[2025-08-21 13:00:02] ✅ Row 584: Redeem accepted — -400.0 at 2020-06-22 19:30:42 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 585: type='redeem' dep=False wdr=True status_orig='Approved' canon='approved' amount=130.0 dt='2020-06-29 06:24:12'
[2025-08-21 13:00:02] ✅ Row 585: Redeem accepted — -130.0 at 2020-06-29 06:24:12 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 586: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=23.99 dt='2020-07-03 14:50:39'
[2025-08-21 13:00:02] ✅ Row 586: Deposit accepted — 23.99 at 2020-07-03 14:50:39 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 587: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=16.36 dt='2020-07-03 16:10:46'
[2025-08-21 13:00:02] ✅ Row 587: Deposit accepted — 16.36 at 2020-07-03 16:10:46 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 588: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=19.53 dt='2020-07-04 06:46:45'
[2025-08-21 13:00:02] ✅ Row 588: Deposit accepted — 19.53 at 2020-07-04 06:46:45 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 589: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=10.05 dt='2020-07-16 06:06:40'
[2025-08-21 13:00:02] ✅ Row 589: Deposit accepted — 10.05 at 2020-07-16 06:06:40 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 590: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=11.82 dt='2020-07-16 06:09:40'
[2025-08-21 13:00:02] ✅ Row 590: Deposit accepted — 11.82 at 2020-07-16 06:09:40 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 591: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=38.05 dt='2020-07-17 14:40:42'
[2025-08-21 13:00:02] ✅ Row 591: Deposit accepted — 38.05 at 2020-07-17 14:40:42 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 592: type='redeem' dep=False wdr=True status_orig='Approved' canon='approved' amount=253.0 dt='2020-07-19 16:48:09'
[2025-08-21 13:00:02] ✅ Row 592: Redeem accepted — -253.0 at 2020-07-19 16:48:09 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 593: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=21.93 dt='2020-07-23 07:25:57'
[2025-08-21 13:00:02] ✅ Row 593: Deposit accepted — 21.93 at 2020-07-23 07:25:57 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 594: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=22.58 dt='2020-07-24 15:36:19'
[2025-08-21 13:00:02] ✅ Row 594: Deposit accepted — 22.58 at 2020-07-24 15:36:19 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 595: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=10.06 dt='2020-07-25 15:25:07'
[2025-08-21 13:00:02] ✅ Row 595: Deposit accepted — 10.06 at 2020-07-25 15:25:07 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 596: type='redeem' dep=False wdr=True status_orig='Approved' canon='approved' amount=388.0 dt='2020-07-28 06:39:12'
[2025-08-21 13:00:02] ✅ Row 596: Redeem accepted — -388.0 at 2020-07-28 06:39:12 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 597: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=22.94 dt='2020-07-30 14:15:04'
[2025-08-21 13:00:02] ✅ Row 597: Deposit accepted — 22.94 at 2020-07-30 14:15:04 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 598: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=34.27 dt='2020-08-02 13:03:48'
[2025-08-21 13:00:02] ✅ Row 598: Deposit accepted — 34.27 at 2020-08-02 13:03:48 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 599: type='redeem' dep=False wdr=True status_orig='Approved' canon='approved' amount=333.0 dt='2020-08-05 05:34:15'
[2025-08-21 13:00:02] ✅ Row 599: Redeem accepted — -333.0 at 2020-08-05 05:34:15 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 600: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=13.7 dt='2020-08-07 12:43:48'
[2025-08-21 13:00:02] ✅ Row 600: Deposit accepted — 13.7 at 2020-08-07 12:43:48 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 601: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=11.99 dt='2020-08-07 12:49:04'
[2025-08-21 13:00:02] ✅ Row 601: Deposit accepted — 11.99 at 2020-08-07 12:49:04 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 602: type='redeem' dep=False wdr=True status_orig='Cancelled' canon='rejected' amount=350.0 dt='2020-08-09 09:40:41'
[2025-08-21 13:00:02] ⚠️ Row 602: Skipped — status not approved: canon='rejected'
[2025-08-21 13:00:02] ℹ️ Row 603: type='redeem' dep=False wdr=True status_orig='Cancelled' canon='rejected' amount=570.0 dt='2020-08-09 09:43:47'
[2025-08-21 13:00:02] ⚠️ Row 603: Skipped — status not approved: canon='rejected'
[2025-08-21 13:00:02] ℹ️ Row 604: type='redeem' dep=False wdr=True status_orig='Approved' canon='approved' amount=700.0 dt='2020-08-09 11:47:27'
[2025-08-21 13:00:02] ✅ Row 604: Redeem accepted — -700.0 at 2020-08-09 11:47:27 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 605: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=11.41 dt='2020-08-10 09:25:54'
[2025-08-21 13:00:02] ✅ Row 605: Deposit accepted — 11.41 at 2020-08-10 09:25:54 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 606: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=22.8 dt='2020-08-10 13:50:44'
[2025-08-21 13:00:02] ✅ Row 606: Deposit accepted — 22.8 at 2020-08-10 13:50:44 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 607: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=11.02 dt='2020-08-15 07:43:03'
[2025-08-21 13:00:02] ✅ Row 607: Deposit accepted — 11.02 at 2020-08-15 07:43:03 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 608: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=27.46 dt='2020-08-22 14:52:09'
[2025-08-21 13:00:02] ✅ Row 608: Deposit accepted — 27.46 at 2020-08-22 14:52:09 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 609: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=20.44 dt='2020-08-30 11:13:48'
[2025-08-21 13:00:02] ✅ Row 609: Deposit accepted — 20.44 at 2020-08-30 11:13:48 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 610: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=18.6 dt='2020-09-04 13:39:56'
[2025-08-21 13:00:02] ✅ Row 610: Deposit accepted — 18.6 at 2020-09-04 13:39:56 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 611: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=10.79 dt='2020-09-06 05:50:18'
[2025-08-21 13:00:02] ✅ Row 611: Deposit accepted — 10.79 at 2020-09-06 05:50:18 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 612: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=10.1 dt='2020-09-06 07:41:03'
[2025-08-21 13:00:02] ✅ Row 612: Deposit accepted — 10.1 at 2020-09-06 07:41:03 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 613: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=22.56 dt='2020-09-27 11:44:46'
[2025-08-21 13:00:02] ✅ Row 613: Deposit accepted — 22.56 at 2020-09-27 11:44:46 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 614: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=36.37 dt='2020-10-02 13:18:55'
[2025-08-21 13:00:02] ✅ Row 614: Deposit accepted — 36.37 at 2020-10-02 13:18:55 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 615: type='redeem' dep=False wdr=True status_orig='Approved' canon='approved' amount=170.0 dt='2020-10-04 15:52:43'
[2025-08-21 13:00:02] ✅ Row 615: Redeem accepted — -170.0 at 2020-10-04 15:52:43 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 616: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=22.95 dt='2020-10-10 07:14:16'
[2025-08-21 13:00:02] ✅ Row 616: Deposit accepted — 22.95 at 2020-10-10 07:14:16 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 617: type='redeem' dep=False wdr=True status_orig='Cancelled' canon='rejected' amount=21.17 dt='2020-10-10 08:16:17'
[2025-08-21 13:00:02] ⚠️ Row 617: Skipped — status not approved: canon='rejected'
[2025-08-21 13:00:02] ℹ️ Row 618: type='redeem' dep=False wdr=True status_orig='Cancelled' canon='rejected' amount=270.0 dt='2020-10-11 11:08:26'
[2025-08-21 13:00:02] ⚠️ Row 618: Skipped — status not approved: canon='rejected'
[2025-08-21 13:00:02] ℹ️ Row 619: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=114.58 dt='2020-10-12 12:57:46'
[2025-08-21 13:00:02] ✅ Row 619: Deposit accepted — 114.58 at 2020-10-12 12:57:46 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 620: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=22.91 dt='2020-10-12 15:29:26'
[2025-08-21 13:00:02] ✅ Row 620: Deposit accepted — 22.91 at 2020-10-12 15:29:26 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 621: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=22.73 dt='2020-10-16 11:08:55'
[2025-08-21 13:00:02] ✅ Row 621: Deposit accepted — 22.73 at 2020-10-16 11:08:55 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 622: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=34.09 dt='2020-10-16 16:40:08'
[2025-08-21 13:00:02] ✅ Row 622: Deposit accepted — 34.09 at 2020-10-16 16:40:08 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 623: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=22.72 dt='2020-10-16 16:56:00'
[2025-08-21 13:00:02] ✅ Row 623: Deposit accepted — 22.72 at 2020-10-16 16:56:00 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 624: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=22.73 dt='2020-10-17 08:41:09'
[2025-08-21 13:00:02] ✅ Row 624: Deposit accepted — 22.73 at 2020-10-17 08:41:09 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 625: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=45.47 dt='2020-10-17 11:14:17'
[2025-08-21 13:00:02] ✅ Row 625: Deposit accepted — 45.47 at 2020-10-17 11:14:17 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 626: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=22.73 dt='2020-10-17 11:24:45'
[2025-08-21 13:00:02] ✅ Row 626: Deposit accepted — 22.73 at 2020-10-17 11:24:45 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 627: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=11.36 dt='2020-10-17 11:29:05'
[2025-08-21 13:00:02] ✅ Row 627: Deposit accepted — 11.36 at 2020-10-17 11:29:05 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 628: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=11.36 dt='2020-10-17 11:36:00'
[2025-08-21 13:00:02] ✅ Row 628: Deposit accepted — 11.36 at 2020-10-17 11:36:00 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 629: type='deposit' dep=True wdr=False status_orig='Rejected' canon='rejected' amount=17.05 dt='2020-10-17 11:44:53'
[2025-08-21 13:00:02] ⚠️ Row 629: Skipped — status not approved: canon='rejected'
[2025-08-21 13:00:02] ℹ️ Row 630: type='deposit' dep=True wdr=False status_orig='Rejected' canon='rejected' amount=17.05 dt='2020-10-17 11:45:09'
[2025-08-21 13:00:02] ⚠️ Row 630: Skipped — status not approved: canon='rejected'
[2025-08-21 13:00:02] ℹ️ Row 631: type='deposit' dep=True wdr=False status_orig='Rejected' canon='rejected' amount=15.91 dt='2020-10-17 11:46:02'
[2025-08-21 13:00:02] ⚠️ Row 631: Skipped — status not approved: canon='rejected'
[2025-08-21 13:00:02] ℹ️ Row 632: type='deposit' dep=True wdr=False status_orig='Rejected' canon='rejected' amount=17.05 dt='2020-10-17 11:46:43'
[2025-08-21 13:00:02] ⚠️ Row 632: Skipped — status not approved: canon='rejected'
[2025-08-21 13:00:02] ℹ️ Row 633: type='deposit' dep=True wdr=False status_orig='Rejected' canon='rejected' amount=22.73 dt='2020-10-17 12:33:50'
[2025-08-21 13:00:02] ⚠️ Row 633: Skipped — status not approved: canon='rejected'
[2025-08-21 13:00:02] ℹ️ Row 634: type='deposit' dep=True wdr=False status_orig='Rejected' canon='rejected' amount=22.73 dt='2020-10-17 12:36:16'
[2025-08-21 13:00:02] ⚠️ Row 634: Skipped — status not approved: canon='rejected'
[2025-08-21 13:00:02] ℹ️ Row 635: type='deposit' dep=True wdr=False status_orig='Rejected' canon='rejected' amount=170.52 dt='2020-10-17 12:36:52'
[2025-08-21 13:00:02] ⚠️ Row 635: Skipped — status not approved: canon='rejected'
[2025-08-21 13:00:02] ℹ️ Row 636: type='deposit' dep=True wdr=False status_orig='Rejected' canon='rejected' amount=56.84 dt='2020-10-17 17:31:41'
[2025-08-21 13:00:02] ⚠️ Row 636: Skipped — status not approved: canon='rejected'
[2025-08-21 13:00:02] ℹ️ Row 637: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=56.83 dt='2020-10-17 18:06:21'
[2025-08-21 13:00:02] ✅ Row 637: Deposit accepted — 56.83 at 2020-10-17 18:06:21 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 638: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=34.1 dt='2020-10-18 15:27:04'
[2025-08-21 13:00:02] ✅ Row 638: Deposit accepted — 34.1 at 2020-10-18 15:27:04 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 639: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=56.84 dt='2020-10-18 15:32:57'
[2025-08-21 13:00:02] ✅ Row 639: Deposit accepted — 56.84 at 2020-10-18 15:32:57 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 640: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=57.03 dt='2020-10-19 06:49:46'
[2025-08-21 13:00:02] ✅ Row 640: Deposit accepted — 57.03 at 2020-10-19 06:49:46 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 641: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=11.41 dt='2020-10-19 07:30:59'
[2025-08-21 13:00:02] ✅ Row 641: Deposit accepted — 11.41 at 2020-10-19 07:30:59 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 642: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=57.15 dt='2020-10-19 13:14:09'
[2025-08-21 13:00:02] ✅ Row 642: Deposit accepted — 57.15 at 2020-10-19 13:14:09 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 643: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=45.67 dt='2020-10-19 14:52:05'
[2025-08-21 13:00:02] ✅ Row 643: Deposit accepted — 45.67 at 2020-10-19 14:52:05 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 644: type='redeem' dep=False wdr=True status_orig='Approved' canon='approved' amount=509.73 dt='2020-10-19 18:47:53'
[2025-08-21 13:00:02] ✅ Row 644: Redeem accepted — -509.73 at 2020-10-19 18:47:53 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 645: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=28.67 dt='2020-10-20 16:22:06'
[2025-08-21 13:00:02] ✅ Row 645: Deposit accepted — 28.67 at 2020-10-20 16:22:06 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 646: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=10.32 dt='2020-10-20 16:45:05'
[2025-08-21 13:00:02] ✅ Row 646: Deposit accepted — 10.32 at 2020-10-20 16:45:05 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 647: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=125.38 dt='2020-10-21 04:58:57'
[2025-08-21 13:00:02] ✅ Row 647: Deposit accepted — 125.38 at 2020-10-21 04:58:57 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 648: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=22.98 dt='2020-10-21 06:18:22'
[2025-08-21 13:00:02] ✅ Row 648: Deposit accepted — 22.98 at 2020-10-21 06:18:22 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 649: type='redeem' dep=False wdr=True status_orig='Approved' canon='approved' amount=295.08 dt='2020-10-21 17:25:33'
[2025-08-21 13:00:02] ✅ Row 649: Redeem accepted — -295.08 at 2020-10-21 17:25:33 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 650: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=22.93 dt='2020-10-22 16:44:52'
[2025-08-21 13:00:02] ✅ Row 650: Deposit accepted — 22.93 at 2020-10-22 16:44:52 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 651: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=22.98 dt='2020-10-23 07:06:37'
[2025-08-21 13:00:02] ✅ Row 651: Deposit accepted — 22.98 at 2020-10-23 07:06:37 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 652: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=11.49 dt='2020-10-23 07:49:42'
[2025-08-21 13:00:02] ✅ Row 652: Deposit accepted — 11.49 at 2020-10-23 07:49:42 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 653: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=138.0 dt='2020-10-23 14:16:54'
[2025-08-21 13:00:02] ✅ Row 653: Deposit accepted — 138.0 at 2020-10-23 14:16:54 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 654: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=28.76 dt='2020-10-24 07:09:26'
[2025-08-21 13:00:02] ✅ Row 654: Deposit accepted — 28.76 at 2020-10-24 07:09:26 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 655: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=57.53 dt='2020-10-25 10:33:12'
[2025-08-21 13:00:02] ✅ Row 655: Deposit accepted — 57.53 at 2020-10-25 10:33:12 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 656: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=23.01 dt='2020-10-25 10:37:00'
[2025-08-21 13:00:02] ✅ Row 656: Deposit accepted — 23.01 at 2020-10-25 10:37:00 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 657: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=23.01 dt='2020-10-25 10:58:02'
[2025-08-21 13:00:02] ✅ Row 657: Deposit accepted — 23.01 at 2020-10-25 10:58:02 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 658: type='redeem' dep=False wdr=True status_orig='Cancelled' canon='rejected' amount=225.0 dt='2020-10-25 12:11:46'
[2025-08-21 13:00:02] ⚠️ Row 658: Skipped — status not approved: canon='rejected'
[2025-08-21 13:00:02] ℹ️ Row 659: type='redeem' dep=False wdr=True status_orig='Cancelled' canon='rejected' amount=190.0 dt='2020-10-25 12:26:24'
[2025-08-21 13:00:02] ⚠️ Row 659: Skipped — status not approved: canon='rejected'
[2025-08-21 13:00:02] ℹ️ Row 660: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=172.42 dt='2020-10-25 15:23:59'
[2025-08-21 13:00:02] ✅ Row 660: Deposit accepted — 172.42 at 2020-10-25 15:23:59 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 661: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=69.0 dt='2020-10-25 15:28:02'
[2025-08-21 13:00:02] ✅ Row 661: Deposit accepted — 69.0 at 2020-10-25 15:28:02 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 662: type='redeem' dep=False wdr=True status_orig='Cancelled' canon='rejected' amount=67.0 dt='2020-10-25 15:32:33'
[2025-08-21 13:00:02] ⚠️ Row 662: Skipped — status not approved: canon='rejected'
[2025-08-21 13:00:02] ℹ️ Row 663: type='redeem' dep=False wdr=True status_orig='Cancelled' canon='rejected' amount=123.0 dt='2020-10-25 15:33:06'
[2025-08-21 13:00:02] ⚠️ Row 663: Skipped — status not approved: canon='rejected'
[2025-08-21 13:00:02] ℹ️ Row 664: type='redeem' dep=False wdr=True status_orig='Cancelled' canon='rejected' amount=190.0 dt='2020-10-25 15:34:49'
[2025-08-21 13:00:02] ⚠️ Row 664: Skipped — status not approved: canon='rejected'
[2025-08-21 13:00:02] ℹ️ Row 665: type='redeem' dep=False wdr=True status_orig='Cancelled' canon='rejected' amount=250.0 dt='2020-10-25 15:37:27'
[2025-08-21 13:00:02] ⚠️ Row 665: Skipped — status not approved: canon='rejected'
[2025-08-21 13:00:02] ℹ️ Row 666: type='redeem' dep=False wdr=True status_orig='Cancelled' canon='rejected' amount=340.0 dt='2020-10-25 15:44:38'
[2025-08-21 13:00:02] ⚠️ Row 666: Skipped — status not approved: canon='rejected'
[2025-08-21 13:00:02] ℹ️ Row 667: type='redeem' dep=False wdr=True status_orig='Cancelled' canon='rejected' amount=253.0 dt='2020-10-25 16:02:35'
[2025-08-21 13:00:02] ⚠️ Row 667: Skipped — status not approved: canon='rejected'
[2025-08-21 13:00:02] ℹ️ Row 668: type='redeem' dep=False wdr=True status_orig='Approved' canon='approved' amount=725.0 dt='2020-10-25 18:45:37'
[2025-08-21 13:00:02] ✅ Row 668: Redeem accepted — -725.0 at 2020-10-25 18:45:37 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 669: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=37.83 dt='2020-10-26 04:46:34'
[2025-08-21 13:00:02] ✅ Row 669: Deposit accepted — 37.83 at 2020-10-26 04:46:34 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 670: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=13.74 dt='2020-10-26 05:50:29'
[2025-08-21 13:00:02] ✅ Row 670: Deposit accepted — 13.74 at 2020-10-26 05:50:29 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 671: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=90.45 dt='2020-10-31 14:47:46'
[2025-08-21 13:00:02] ✅ Row 671: Deposit accepted — 90.45 at 2020-10-31 14:47:46 (status='Approved')
[2025-08-21 13:00:02] ℹ️ Row 672: type='deposit' dep=True wdr=False status_orig='Approved' canon='approved' amount=38.42 dt='2020-10-31 16:19:24'
